Year,StateAbbr,StateDesc,LocationName,DataSource,Category,Measure,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,TotalPopulation,LocationID,CategoryID,MeasureId,DataValueTypeID,Short_Question_Text,Geolocation
2020,MA,Massachusetts,Worcester,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Crude prevalence,83.1,,,80.9,85.2,862029,25027,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening,POINT (-71.940282 42.3116934)
2021,MA,Massachusetts,Hampshire,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Crude prevalence,85.2,,,82.3,87.9,161572,25015,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening,POINT (-72.6636936 42.3394593)
2021,MA,Massachusetts,Norfolk,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Crude prevalence,75.6,,,72.2,78.8,724505,25021,PREVENT,BPMED,CrdPrv,Taking BP Medication,POINT (-71.1811102 42.1717377)
2021,MA,Massachusetts,Plymouth,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Age-adjusted prevalence,5.4,,,4.3,6.5,533003,25023,HLTHOUT,COPD,AgeAdjPrv,COPD,POINT (-70.7419417 41.9871959)
2021,MA,Massachusetts,Norfolk,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,13.1,,,11.3,15.1,724505,25021,HLTHSTAT,MHLTH,CrdPrv,Mental Health,POINT (-71.1811102 42.1717377)
2021,MA,Massachusetts,Berkshire,BRFSS,Disability,Mobility disability among adults aged >=18 years,%,Age-adjusted prevalence,10.7,,,8.9,12.9,128657,25003,DISABLT,MOBILITY,AgeAdjPrv,Mobility Disability,POINT (-73.2179276 42.371493)
2021,MA,Massachusetts,Plymouth,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,8.1,,,7.3,8.9,533003,25023,HLTHOUT,CANCER,CrdPrv,Cancer (except skin),POINT (-70.7419417 41.9871959)
2021,MA,Massachusetts,Franklin,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Crude prevalence,31.0,,,26.7,35.4,71015,25011,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure,POINT (-72.5917921 42.5845038)
2021,MA,Massachusetts,Hampden,BRFSS,Disability,Any disability among adults aged >=18 years,%,Crude prevalence,34.3,,,30.4,38.7,462718,25013,DISABLT,DISABILITY,CrdPrv,Any Disability,POINT (-72.6356476 42.1361975)
2021,MA,Massachusetts,Barnstable,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,28.9,,,23.8,34.4,232411,25001,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-70.1648227 41.7061233)
2021,MA,Massachusetts,Suffolk,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,29.6,,,26.9,32.5,771245,25025,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol,POINT (-71.018253 42.3385513)
2021,MA,Massachusetts,Barnstable,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Crude prevalence,90.9,,,88.8,92.6,232411,25001,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening,POINT (-70.1648227 41.7061233)
2021,MA,Massachusetts,Middlesex,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Age-adjusted prevalence,3.8,,,2.9,4.9,1614742,25017,PREVENT,ACCESS2,AgeAdjPrv,Health Insurance,POINT (-71.3949161 42.4817182)
2021,MA,Massachusetts,Worcester,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Age-adjusted prevalence,2.6,,,2.3,2.9,862029,25027,HLTHOUT,KIDNEY,AgeAdjPrv,Chronic Kidney Disease,POINT (-71.940282 42.3116934)
2021,MA,Massachusetts,Dukes,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,37.7,,,32.7,42.8,21097,25007,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol,POINT (-70.7014995 41.3809696)
2021,MA,Massachusetts,Nantucket,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Age-adjusted prevalence,19.0,,,15.5,23.1,14491,25019,RISKBEH,BINGE,AgeAdjPrv,Binge Drinking,POINT (-70.1021635 41.2933918)
2021,MA,Massachusetts,Suffolk,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,6.0,,,5.5,6.6,771245,25025,HLTHOUT,CANCER,AgeAdjPrv,Cancer (except skin),POINT (-71.018253 42.3385513)
2021,MA,Massachusetts,Dukes,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Crude prevalence,3.8,,,2.8,5.0,21097,25007,PREVENT,ACCESS2,CrdPrv,Health Insurance,POINT (-70.7014995 41.3809696)
2021,MA,Massachusetts,Franklin,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,10.2,,,8.4,12.1,71015,25011,HLTHOUT,DIABETES,CrdPrv,Diabetes,POINT (-72.5917921 42.5845038)
2020,MA,Massachusetts,Dukes,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Age-adjusted prevalence,78.9,,,75.8,81.7,21097,25007,PREVENT,COLON_SCREEN,AgeAdjPrv,Colorectal Cancer Screening,POINT (-70.7014995 41.3809696)
2021,MA,Massachusetts,Dukes,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,27.6,,,21.1,34.6,21097,25007,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-70.7014995 41.3809696)
2021,MA,Massachusetts,Hampden,BRFSS,Disability,Any disability among adults aged >=18 years,%,Age-adjusted prevalence,32.6,,,28.8,36.7,462718,25013,DISABLT,DISABILITY,AgeAdjPrv,Any Disability,POINT (-72.6356476 42.1361975)
2021,MA,Massachusetts,Franklin,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Age-adjusted prevalence,4.7,,,3.4,6.3,71015,25011,PREVENT,ACCESS2,AgeAdjPrv,Health Insurance,POINT (-72.5917921 42.5845038)
2021,MA,Massachusetts,Dukes,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,13.0,,,10.6,15.8,21097,25007,HLTHSTAT,GHLTH,CrdPrv,General Health,POINT (-70.7014995 41.3809696)
2021,MA,Massachusetts,Suffolk,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,24.5,,,21.0,28.4,771245,25025,HLTHOUT,OBESITY,CrdPrv,Obesity,POINT (-71.018253 42.3385513)
2021,MA,Massachusetts,Hampden,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,12.6,,,10.9,14.5,462718,25013,HLTHSTAT,PHLTH,CrdPrv,Physical Health,POINT (-72.6356476 42.1361975)
2021,MA,Massachusetts,Bristol,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Age-adjusted prevalence,22.2,,,19.2,25.5,580164,25005,HLTHOUT,DEPRESSION,AgeAdjPrv,Depression,POINT (-71.088894 41.7485884)
2021,MA,Massachusetts,Hampshire,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Age-adjusted prevalence,23.9,,,20.4,28.2,161572,25015,HLTHOUT,DEPRESSION,AgeAdjPrv,Depression,POINT (-72.6636936 42.3394593)
2021,MA,Massachusetts,Hampden,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Crude prevalence,7.7,,,6.3,9.2,462718,25013,HLTHOUT,COPD,CrdPrv,COPD,POINT (-72.6356476 42.1361975)
2021,MA,Massachusetts,Essex,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Age-adjusted prevalence,2.6,,,2.4,2.9,807074,25009,HLTHOUT,KIDNEY,AgeAdjPrv,Chronic Kidney Disease,POINT (-70.8649085 42.6427082)
2020,MA,Massachusetts,Dukes,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Crude prevalence,85.5,,,82.8,87.8,21097,25007,PREVENT,CERVICAL,CrdPrv,Cervical Cancer Screening,POINT (-70.7014995 41.3809696)
2021,MA,Massachusetts,Dukes,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Crude prevalence,20.7,,,16.9,24.8,21097,25007,HLTHOUT,DEPRESSION,CrdPrv,Depression,POINT (-70.7014995 41.3809696)
2020,MA,Massachusetts,Barnstable,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Age-adjusted prevalence,74.0,,,70.4,77.2,232411,25001,PREVENT,DENTAL,AgeAdjPrv,Dental Visit,POINT (-70.1648227 41.7061233)
2021,MA,Massachusetts,Bristol,BRFSS,Disability,Mobility disability among adults aged >=18 years,%,Age-adjusted prevalence,12.3,,,10.4,14.4,580164,25005,DISABLT,MOBILITY,AgeAdjPrv,Mobility Disability,POINT (-71.088894 41.7485884)
2021,MA,Massachusetts,Middlesex,BRFSS,Disability,Self-care disability among adults aged >=18 years,%,Crude prevalence,2.4,,,2.0,2.9,1614742,25017,DISABLT,SELFCARE,CrdPrv,Self-care Disability,POINT (-71.3949161 42.4817182)
2021,MA,Massachusetts,Berkshire,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Age-adjusted prevalence,2.5,,,2.2,2.9,128657,25003,HLTHOUT,STROKE,AgeAdjPrv,Stroke,POINT (-73.2179276 42.371493)
2021,MA,Massachusetts,Hampshire,BRFSS,Disability,Vision disability among adults aged >=18 years,%,Age-adjusted prevalence,3.5,,,3.0,4.1,161572,25015,DISABLT,VISION,AgeAdjPrv,Vision Disability,POINT (-72.6636936 42.3394593)
2021,MA,Massachusetts,Berkshire,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Age-adjusted prevalence,6.1,,,5.0,7.5,128657,25003,HLTHOUT,COPD,AgeAdjPrv,COPD,POINT (-73.2179276 42.371493)
2021,MA,Massachusetts,Worcester,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Age-adjusted prevalence,5.3,,,4.0,6.8,862029,25027,PREVENT,ACCESS2,AgeAdjPrv,Health Insurance,POINT (-71.940282 42.3116934)
2021,MA,Massachusetts,Nantucket,BRFSS,Disability,Independent living disability among adults aged >=18 years,%,Age-adjusted prevalence,5.3,,,4.5,6.3,14491,25019,DISABLT,INDEPLIVE,AgeAdjPrv,Independent Living Disability,POINT (-70.1021635 41.2933918)
2021,MA,Massachusetts,Berkshire,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,8.9,,,8.0,9.8,128657,25003,HLTHOUT,CANCER,CrdPrv,Cancer (except skin),POINT (-73.2179276 42.371493)
2021,MA,Massachusetts,Hampden,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Age-adjusted prevalence,2.9,,,2.7,3.2,462718,25013,HLTHOUT,KIDNEY,AgeAdjPrv,Chronic Kidney Disease,POINT (-72.6356476 42.1361975)
2021,MA,Massachusetts,Worcester,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,33.4,,,30.3,36.4,862029,25027,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol,POINT (-71.940282 42.3116934)
2021,MA,Massachusetts,Worcester,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Crude prevalence,21.7,,,18.8,24.5,862029,25027,HLTHOUT,DEPRESSION,CrdPrv,Depression,POINT (-71.940282 42.3116934)
2021,MA,Massachusetts,Essex,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Crude prevalence,12.1,,,9.4,14.9,807074,25009,RISKBEH,CSMOKING,CrdPrv,Current Smoking,POINT (-70.8649085 42.6427082)
2021,MA,Massachusetts,Hampshire,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,16.6,,,14.2,19.4,161572,25015,HLTHSTAT,MHLTH,CrdPrv,Mental Health,POINT (-72.6636936 42.3394593)
2020,MA,Massachusetts,Essex,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Age-adjusted prevalence,85.5,,,83.6,87.3,807074,25009,PREVENT,CERVICAL,AgeAdjPrv,Cervical Cancer Screening,POINT (-70.8649085 42.6427082)
2020,MA,Massachusetts,Plymouth,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Crude prevalence,8.3,,,4.9,12.2,533003,25023,HLTHOUT,TEETHLOST,CrdPrv,All Teeth Lost,POINT (-70.7419417 41.9871959)
2021,MA,Massachusetts,Franklin,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Age-adjusted prevalence,2.6,,,2.3,2.8,71015,25011,HLTHOUT,KIDNEY,AgeAdjPrv,Chronic Kidney Disease,POINT (-72.5917921 42.5845038)
2020,MA,Massachusetts,Middlesex,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Crude prevalence,83.5,,,80.8,86.0,1614742,25017,PREVENT,MAMMOUSE,CrdPrv,Mammography,POINT (-71.3949161 42.4817182)
2020,MA,Massachusetts,Worcester,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Age-adjusted prevalence,48.7,,,41.9,55.5,862029,25027,PREVENT,COREW,AgeAdjPrv,Core preventive services for older women,POINT (-71.940282 42.3116934)
2021,MA,Massachusetts,Middlesex,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Age-adjusted prevalence,4.3,,,3.5,5.4,1614742,25017,HLTHOUT,COPD,AgeAdjPrv,COPD,POINT (-71.3949161 42.4817182)
2020,MA,Massachusetts,Nantucket,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Crude prevalence,79.0,,,75.3,82.2,14491,25019,PREVENT,MAMMOUSE,CrdPrv,Mammography,POINT (-70.1021635 41.2933918)
2021,MA,Massachusetts,Essex,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Crude prevalence,21.6,,,18.7,24.6,807074,25009,HLTHOUT,DEPRESSION,CrdPrv,Depression,POINT (-70.8649085 42.6427082)
2021,MA,Massachusetts,Franklin,BRFSS,Disability,Self-care disability among adults aged >=18 years,%,Age-adjusted prevalence,2.9,,,2.4,3.5,71015,25011,DISABLT,SELFCARE,AgeAdjPrv,Self-care Disability,POINT (-72.5917921 42.5845038)
2021,MA,Massachusetts,Middlesex,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Crude prevalence,88.5,,,86.3,90.3,1614742,25017,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening,POINT (-71.3949161 42.4817182)
2021,MA,Massachusetts,Middlesex,BRFSS,Disability,Cognitive disability among adults ages >=18 years,%,Crude prevalence,10.3,,,8.6,12.3,1614742,25017,DISABLT,COGNITION,CrdPrv,Cognitive Disability,POINT (-71.3949161 42.4817182)
2021,MA,Massachusetts,Suffolk,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Age-adjusted prevalence,86.1,,,83.7,88.3,771245,25025,PREVENT,CHOLSCREEN,AgeAdjPrv,Cholesterol Screening,POINT (-71.018253 42.3385513)
2020,MA,Massachusetts,Barnstable,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Crude prevalence,85.8,,,83.1,88.2,232411,25001,PREVENT,CERVICAL,CrdPrv,Cervical Cancer Screening,POINT (-70.1648227 41.7061233)
2021,MA,Massachusetts,Middlesex,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Age-adjusted prevalence,2.2,,,1.9,2.5,1614742,25017,HLTHOUT,STROKE,AgeAdjPrv,Stroke,POINT (-71.3949161 42.4817182)
2021,MA,Massachusetts,Norfolk,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Crude prevalence,90.2,,,88.1,92.0,724505,25021,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening,POINT (-71.1811102 42.1717377)
2021,MA,Massachusetts,Barnstable,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,42.5,,,37.9,46.6,232411,25001,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol,POINT (-70.1648227 41.7061233)
2021,MA,Massachusetts,Berkshire,BRFSS,Disability,Self-care disability among adults aged >=18 years,%,Crude prevalence,3.6,,,3.0,4.3,128657,25003,DISABLT,SELFCARE,CrdPrv,Self-care Disability,POINT (-73.2179276 42.371493)
2021,MA,Massachusetts,Franklin,BRFSS,Disability,Independent living disability among adults aged >=18 years,%,Crude prevalence,7.0,,,5.7,8.3,71015,25011,DISABLT,INDEPLIVE,CrdPrv,Independent Living Disability,POINT (-72.5917921 42.5845038)
2021,MA,Massachusetts,Nantucket,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Crude prevalence,11.1,,,8.4,14.2,14491,25019,RISKBEH,CSMOKING,CrdPrv,Current Smoking,POINT (-70.1021635 41.2933918)
2021,MA,Massachusetts,Plymouth,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,35.9,,,32.3,39.8,533003,25023,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol,POINT (-70.7419417 41.9871959)
2021,MA,Massachusetts,Nantucket,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Crude prevalence,4.3,,,3.2,5.5,14491,25019,PREVENT,ACCESS2,CrdPrv,Health Insurance,POINT (-70.1021635 41.2933918)
2021,MA,Massachusetts,Worcester,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,31.2,,,27.0,35.4,862029,25027,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-71.940282 42.3116934)
2021,MA,Massachusetts,Essex,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Crude prevalence,5.9,,,4.4,7.6,807074,25009,PREVENT,ACCESS2,CrdPrv,Health Insurance,POINT (-70.8649085 42.6427082)
2020,MA,Massachusetts,Hampshire,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Crude prevalence,43.1,,,35.9,49.9,161572,25015,PREVENT,COREW,CrdPrv,Core preventive services for older women,POINT (-72.6636936 42.3394593)
2020,MA,Massachusetts,Hampshire,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Crude prevalence,81.2,,,78.8,83.4,161572,25015,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening,POINT (-72.6636936 42.3394593)
2020,MA,Massachusetts,Barnstable,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Age-adjusted prevalence,78.8,,,75.7,81.3,232411,25001,PREVENT,COLON_SCREEN,AgeAdjPrv,Colorectal Cancer Screening,POINT (-70.1648227 41.7061233)
2021,MA,Massachusetts,Middlesex,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Age-adjusted prevalence,19.4,,,17.1,22.0,1614742,25017,HLTHOUT,DEPRESSION,AgeAdjPrv,Depression,POINT (-71.3949161 42.4817182)
2020,MA,Massachusetts,Suffolk,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Crude prevalence,47.9,,,42.2,53.3,771245,25025,PREVENT,COREM,CrdPrv,Core preventive services for older men,POINT (-71.018253 42.3385513)
2021,MA,Massachusetts,Berkshire,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Crude prevalence,15.1,,,12.5,17.9,128657,25003,RISKBEH,BINGE,CrdPrv,Binge Drinking,POINT (-73.2179276 42.371493)
2020,MA,Massachusetts,Bristol,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Crude prevalence,79.2,,,75.5,82.5,580164,25005,PREVENT,MAMMOUSE,CrdPrv,Mammography,POINT (-71.088894 41.7485884)
2021,MA,Massachusetts,Hampshire,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,9.2,,,7.8,10.9,161572,25015,HLTHSTAT,PHLTH,CrdPrv,Physical Health,POINT (-72.6636936 42.3394593)
2021,MA,Massachusetts,Bristol,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Age-adjusted prevalence,2.7,,,2.4,3.1,580164,25005,HLTHOUT,STROKE,AgeAdjPrv,Stroke,POINT (-71.088894 41.7485884)
2021,MA,Massachusetts,Middlesex,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,10.6,,,8.9,12.7,1614742,25017,HLTHSTAT,GHLTH,CrdPrv,General Health,POINT (-71.3949161 42.4817182)
2021,MA,Massachusetts,Barnstable,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,15.8,,,13.7,18.3,232411,25001,HLTHSTAT,MHLTH,AgeAdjPrv,Mental Health,POINT (-70.1648227 41.7061233)
2021,MA,Massachusetts,Plymouth,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,8.8,,,7.4,10.3,533003,25023,HLTHSTAT,PHLTH,AgeAdjPrv,Physical Health,POINT (-70.7419417 41.9871959)
2021,MA,Massachusetts,Nantucket,BRFSS,Disability,Cognitive disability among adults ages >=18 years,%,Crude prevalence,10.5,,,8.8,12.4,14491,25019,DISABLT,COGNITION,CrdPrv,Cognitive Disability,POINT (-70.1021635 41.2933918)
2021,MA,Massachusetts,Dukes,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Age-adjusted prevalence,87.2,,,84.3,89.7,21097,25007,PREVENT,CHOLSCREEN,AgeAdjPrv,Cholesterol Screening,POINT (-70.7014995 41.3809696)
2021,MA,Massachusetts,Suffolk,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Age-adjusted prevalence,24.2,,,20.9,27.8,771245,25025,RISKBEH,LPA,AgeAdjPrv,Physical Inactivity,POINT (-71.018253 42.3385513)
2021,MA,Massachusetts,Franklin,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Age-adjusted prevalence,11.4,,,9.9,12.9,71015,25011,HLTHOUT,CASTHMA,AgeAdjPrv,Current Asthma,POINT (-72.5917921 42.5845038)
2021,MA,Massachusetts,Worcester,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Age-adjusted prevalence,86.6,,,84.0,88.8,862029,25027,PREVENT,CHOLSCREEN,AgeAdjPrv,Cholesterol Screening,POINT (-71.940282 42.3116934)
2020,MA,Massachusetts,Middlesex,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Crude prevalence,85.3,,,83.3,87.1,1614742,25017,PREVENT,CERVICAL,CrdPrv,Cervical Cancer Screening,POINT (-71.3949161 42.4817182)
